"№","Web-Site","Name","Info","Time"
"1302","Open_edu","Introduction to active galaxies","Intermediate","20"
"1303","Open_edu","Introduction to algebra","Introductory","16"
"1304","Open_edu","Introduction to analysis","Intermediate","16"
"1305","Open_edu","Introduction to computational thinking","Intermediate","12"
"1306","Open_edu","Introduction to cyber security: stay safe online","Introductory","24"
"1307","Open_edu","Introduction to differential equations","Introductory","18"
"1308","Open_edu","Introduction to differentiation","Introductory","18"
"1309","Open_edu","Introduction to ecosystems","Introductory","12"
"1310","Open_edu","Introduction to finite element analysis","Advanced","7"
"1311","Open_edu","Introduction to forensic engineering","Advanced","20"
"1312","Open_edu","Introduction to group theory","Intermediate","16"
"1313","Open_edu","Introduction to histology","Introductory","3"
"1314","Open_edu","Introduction to histopathology","Introductory","3"
"1315","Open_edu","Introduction to linear equations and matrices","Intermediate","16"
"1316","Open_edu","Introduction to microscopy","Introductory","3"
"1317","Open_edu","Introduction to number theory","Introductory","18"
"1318","Open_edu","Introduction to polymers","Advanced","20"
"1319","Open_edu","Introduction to structural integrity","Advanced","20"
"1320","Open_edu","Introduction to the calculus of variations","Intermediate","16"
"1321","Open_edu","Invention and innovation: An introduction","Advanced","55"
"1322","Open_edu","Iron transport and storage","Advanced","5"
"1323","Open_edu","IT in everyday life","Introductory","4"
"1324","Open_edu","IT: device to device communication","Introductory","20"
"1325","Open_edu","IT: e-government","Introductory","20"
"1326","Open_edu","IT: Information","Introductory","20"
"1327","Open_edu","IT: Technology news","Introductory","8"
"1328","Open_edu","James Clerk Maxwell","Advanced","10"
"1329","Open_edu","John Napier","Intermediate","3"
"1330","Open_edu","Key skill assessment unit: Information literacy","Introductory","50"
"1331","Open_edu","Key skill assessment unit: Information technology","Introductory","50"
"1332","Open_edu","Key skills assessment unit: Application of number","Introductory","50"
"1333","Open_edu","Kinematics of fluids","Intermediate","16"
"1334","Open_edu","Language, notation and formulas","Introductory","5"
"1335","Open_edu","Learn to code for data analysis","Introductory","24"
"1336","Open_edu","Learning from major cyber security incidents","Intermediate","8"
"1337","Open_edu","Learning, thinking and doing","Introductory","16"
"1338","Open_edu","Life in the Palaeozoic","Introductory","12"
"1339","Open_edu","Linear programming – the basic ideas","Intermediate","16"
"1340","Open_edu","Living with diabetes","Introductory","5"
"1341","Open_edu","Living without oil","Introductory","8"
"1342","Open_edu","Machines, minds and computers","Advanced","10"
"1343","Open_edu","Managing Complexity: A Systems Approach","Advanced","20"
"1344","Open_edu","Managing complexity: A systems approach – introduction","Advanced","75"
"1345","Open_edu","Managing virtual project teams","Advanced","8"
"1346","Open_edu","Manufacturing","Introductory","20"
"1347","Open_edu","Mastering systems thinking in practice","Advanced","24"
"1348","Open_edu","Mathematics for science and technology ","Introductory","24"
"1349","Open_edu","Medical statistics","Intermediate","16"
"1350","Open_edu","Meiosis and mitosis","Introductory","8"
"1351","Open_edu","Metals in medicine","Intermediate","12"
"1352","Open_edu","Metric spaces and continuity","Intermediate","16"
"1353","Open_edu","Microelectronic solutions for digital photography","Advanced","4"
"1354","Open_edu","Microgravity: living on the International Space Station","Introductory","24"
"1355","Open_edu","Migration","Intermediate","8"
"1356","Open_edu","Minerals and the crystalline state","Intermediate","10"
"1357","Open_edu","Modelling and estimation","Intermediate","16"
"1358","Open_edu","Modelling events in time","Intermediate","16"
"1359","Open_edu","Modelling object-oriented software – an introduction","Intermediate","20"
"1360","Open_edu","Models and modelling","Advanced","14"
"1361","Open_edu","Moons of our Solar System","Introductory","24"
"1362","Open_edu","More working with charts, graphs and tables","Introductory","15"
"1363","Open_edu","Mosquito resistance to insecticides","Advanced","3"
"1364","Open_edu","Motion under gravity","Introductory","4"
"1365","Open_edu","Mountain building in Scotland","Advanced","30"
"1366","Open_edu","Natural intelligence","Advanced","10"
"1367","Open_edu","Network security","Advanced","25"
"1368","Open_edu","Nucleic acids and chromatin","Advanced","12"
"1369","Open_edu","Number theory","Intermediate","16"
"1370","Open_edu","Numbers, units and arithmetic","Introductory","5"
"1371","Open_edu","Nutrition: Proteins","Introductory","8"
"1372","Open_edu","Nutrition: vitamins and minerals","Introductory","10"
"1373","Open_edu","Obesity: Balanced diets and treatment","Intermediate","15"
"1374","Open_edu","Pain and Aspirin","Intermediate","4"
"1375","Open_edu","Particle physics","Introductory","5"
"1376","Open_edu","People-centred designing","Introductory","12"
"1377","Open_edu","Personal development planning for engineering","Introductory","12"
"1378","Open_edu","Plate Tectonics","Intermediate","15"
"1379","Open_edu","Point estimation","Intermediate","10"
"1380","Open_edu","Potable water treatment","Introductory","20"
"1381","Open_edu","Practising science: Reading the rocks and ecology","Introductory","14"
"1382","Open_edu","Preparing for your digital life in the 21st Century","Introductory","10"
"1383","Open_edu","Presenting information","Introductory","3"
"1384","Open_edu","Prices, location and spread","Introductory","18"
"1385","Open_edu","Project governance and Project Management Office (PMO)","Advanced","7"
"1386","Open_edu","Proteins","Advanced","12"
"1387","Open_edu","Protocols in multi-service networks","Advanced","30"
"1388","Open_edu","Public health approaches to infectious disease","Introductory","3"
"1389","Open_edu","Ratio, proportion and percentages","Introductory","5"
"1390","Open_edu","Representing and manipulating data in computers","Intermediate","20"
"1391","Open_edu","Returning to STEM","Advanced","24"
"1392","Open_edu","Rings and polynomials","Intermediate","16"
"1393","Open_edu","Rounding and estimation","Introductory","5"
"1394","Open_edu","Scales in space and time","Introductory","12"
"1395","Open_edu","Scattering and tunnelling","Advanced","20"
"1396","Open_edu","Scholarship of Teaching and Learning in STEM","Advanced","24"
"1397","Open_edu","Second-order differential equations","Intermediate","16"
"1398","Open_edu","Seeing the light","Introductory","10"
"1399","Open_edu","Simple coding","Introductory","2"
"1400","Open_edu","Smart cities","Introductory","24"
"1401","Open_edu","Software and the law","Advanced","8"
"1402","Open_edu","Software development for enterprise systems","Advanced","8"
"1403","Open_edu","Sound for music technology: An introduction","Introductory","20"
"1404","Open_edu","Sporting women in the media","Intermediate","8"
"1405","Open_edu","Squares, roots and powers","Introductory","5"
"1406","Open_edu","Starting with maths: Patterns and formulas","Introductory","5"
"1407","Open_edu","Strategic planning: systems thinking in practice","Advanced","20"
"1408","Open_edu","Structural devices","Advanced","20"
"1409","Open_edu","Structural materials in cells","Advanced","20"
"1410","Open_edu","Studying mammals: A winning design","Introductory","10"
"1411","Open_edu","Studying mammals: Chisellers","Introductory","10"
"1412","Open_edu","Studying mammals: Food for thought","Introductory","10"
"1413","Open_edu","Studying mammals: Life in the trees","Introductory","10"
"1414","Open_edu","Studying mammals: Meat eaters","Introductory","10"
"1415","Open_edu","Studying mammals: Plant predators","Introductory","10"
"1416","Open_edu","Studying mammals: Return to the water","Introductory","10"
"1417","Open_edu","Studying mammals: The insect hunters","Introductory","10"
"1418","Open_edu","Studying mammals: The opportunists","Introductory","10"
"1419","Open_edu","Studying mammals: The social climbers","Introductory","10"
"1420","Open_edu","Studying natural sciences bilingually","Beginner","1"
"1421","Open_edu","Succeed with maths – Part 1","Introductory","24"
"1422","Open_edu","Succeed with maths – Part 2","Introductory","24"
"1423","Open_edu","Successful IT systems","Advanced","9"
"1424","Open_edu","Superconductivity","Advanced","12"
"1425","Open_edu","Surfaces","Advanced","20"
"1426","Open_edu","Surviving the winter","Introductory","10"
"1427","Open_edu","Systems diagramming","Introductory","12"
"1428","Open_edu","Systems engineering: Challenging complexity","Advanced","25"
"1429","Open_edu","Systems modelling","Introductory","4"
"1430","Open_edu","Systems practice: Managing sustainability","Intermediate","15"
"1431","Open_edu","Systems thinking and practice","Intermediate","8"
"1432","Open_edu","Systems thinking: Understanding sustainability","Intermediate","15"
"1433","Open_edu","Take your teaching online","Intermediate","24"
"1434","Open_edu","Tay Bridge disaster","Advanced","20"
"1435","Open_edu","Teaching mathematics","Intermediate","24"
"1436","Open_edu","Technological innovation: a resource-based view","Advanced","10"
"1437","Open_edu","Technology Evaluation","Advanced","20"
"1438","Open_edu","Telescopes and spectrographs","Intermediate","10"
"1439","Open_edu","Test kits for water analysis","Intermediate","12"
"1440","Open_edu","The Big Bang","Advanced","20"
"1441","Open_edu","The database development life cycle","Advanced","4"
"1442","Open_edu","The digital scholar","Intermediate","24"
"1443","Open_edu","The evolving Universe","Introductory","12"
"1444","Open_edu","The frozen planet","Introductory","7"
"1445","Open_edu","The impact of technology on children's physical activity","Introductory","6"
"1446","Open_edu","The making of individual differences","Intermediate","12"
"1447","Open_edu","The molecular world","Intermediate","20"
"1448","Open_edu","The Moon","Introductory","6"
"1449","Open_edu","The oceans","Intermediate","15"
"1450","Open_edu","The restless Universe","Intermediate","12"
"1451","Open_edu","The science behind wheeled sports","Introductory","8"
"1452","Open_edu","The science of alcohol","Introductory","24"
"1453","Open_edu","The science of nuclear energy","Introductory","12"
"1454","Open_edu","The science of nutrition and healthy eating","Introductory","24"
"1455","Open_edu","The search for water on Mars","Introductory","5"
"1456","Open_edu","The Sun","Introductory","8"
"1457","Open_edu","The three-way catalytic converter","Advanced","12"
"1458","Open_edu","Themes and theories for working in virtual project teams","Advanced","4"
"1459","Open_edu","Theories in Technology Evaluation","Advanced","20"
"1460","Open_edu","Toys and engineering materials","Intermediate","10"
"1461","Open_edu","Transport and sustainability","Intermediate","12"
"1462","Open_edu","Unclear about nuclear?","Introductory","20"
"1463","Open_edu","Understanding ADHD","Intermediate","12"
"1464","Open_edu","Understanding antibiotic resistance","Introductory","24"
"1465","Open_edu","Understanding autism","Introductory","24"
"1466","Open_edu","Understanding cardiovascular diseases","Intermediate","15"
"1467","Open_edu","Univariate continuous distribution theory","Intermediate","10"
"1468","Open_edu","Using a scientific calculator","Introductory","10"
"1469","Open_edu","Using numbers and handling data","Introductory","12"
"1470","Open_edu","Vaccination","Intermediate","14"
"1471","Open_edu","Visualisation: Visual representations of data and information","Intermediate","8"
"1472","Open_edu","Volcanic hazards","Introductory","10"
"1473","Open_edu","Water and human health","Introductory","9"
"1474","Open_edu","What are waves?","Introductory","3"
"1475","Open_edu","What chemical compounds might be present in drinking water?","Intermediate","6"
"1476","Open_edu","What do genes do?","Introductory","2"
"1477","Open_edu","What is a metal?","Introductory","3"
"1478","Open_edu","What is the genome made of?","Introductory","4"
"1479","Open_edu","Working mathematically","Advanced","10"
"1480","Open_edu","Working on your own mathematics","Advanced","4"
"1481","Open_edu","Working with charts, graphs and tables","Introductory","15"
"1482","Open_edu","A Europe of the Regions?","Intermediate","8"
"1483","Open_edu","Aberdulais Falls: A case study in Welsh heritage","Introductory","2"
"1484","Open_edu","Academi Arian MSE","Introductory","12"
"1485","Open_edu","Addysg gynhwysol: deall yr hyn a olygwn (Cymru)","Introductory","5"
"1486","Open_edu","An introduction to crime and criminology","Introductory","6"
"1487","Open_edu","An introduction to leadership for school governors (Wales)","Introductory","5"
"1488","Open_edu","An introduction to social work in Wales","Introductory","10"
"1489","Open_edu","Art and the Mexican Revolution","Intermediate","7"
"1490","Open_edu","Astudio meddygaeth yn ddwyieithog","Beginner","1"
"1491","Open_edu","Astudio’r gwyddorau naturiol yn ddwyieithog","Beginner","1"
"1492","Open_edu","Attention","Advanced","10"
"1493","Open_edu","Beth amdana i? Cwrs datblygiad personol ar gyfer gofalwyr yng Nghymru","Beginner","5"
"1494","Open_edu","Caring for adults","Beginner","15"
"1495","Open_edu","Cefnogi datblygiad plant","Beginner","15"
"1496","Open_edu","Changing cities","Advanced","15"
"1497","Open_edu","Changing law: mental capacity legislation","Advanced","10"
"1498","Open_edu","Children and violence: An introductory, international and interdisciplinary approach","Intermediate","20"
"1499","Open_edu","Children’s rights","Intermediate","1"
"1500","Open_edu","China and the USA: cooperation or conflict?","Advanced","15"
"1501","Open_edu","Claiming connections: A distant world of sweatshops?","Intermediate","14"
"1502","Open_edu","Climate change: island life in a volatile world","Intermediate","15"
"1503","Open_edu","Company law in context","Intermediate","10"
"1504","Open_edu","Constitutions in transition","Intermediate","10"
"1505","Open_edu","Contemporary Wales","Introductory","15"
"1506","Open_edu","Crimes of the powerful","Advanced","2"
"1507","Open_edu","Criminology beyond crime","Advanced","3"
"1508","Open_edu","Critical criminology and the social sciences","Intermediate","6"
"1509","Open_edu","Croeso: Beginners' Welsh","Introductory","4"
"1510","Open_edu","Cyflwyniad i arweinyddiaeth i lywodraethwyr (Cymru)","Introductory","5"
"1511","Open_edu","Cyflwyniad i waith cymdeithasol","Beginner","15"
"1512","Open_edu","Cyflwyniad i waith cymdeithasol yng Nghymru","Beginner","10"
"1513","Open_edu","Cynllunio dyfodol gwell","Beginner","15"
"1514","Open_edu","Cynorthwywyr addysgu: Cymorth ar waith","Beginner","4"
"1515","Open_edu","Darllen a gwneud nodiadau (Reading and taking notes)","Introductory","10"
"1516","Open_edu","David Hume","Intermediate","16"
"1517","Open_edu","Deall datganoli yng Nghymru","Introductory","12"
"1518","Open_edu","Dechrau gyda seicoleg","Beginner","5"
"1519","Open_edu","Defnyddio gwaith gwirfoddol i gamu ymlaen yn y farchnad swyddi","Introductory","12"
"1520","Open_edu","Developing reading skills in relation to the Social Sciences","Intermediate","1"
"1521","Open_edu","Discovering disorder: young people and delinquency","Introductory","8"
"1522","Open_edu","Discovering Wales and Welsh: first steps","Introductory","4"
"1523","Open_edu","Does prison work?","Intermediate","1"
"1524","Open_edu","Dundee, jute and empire","Introductory","12"
"1525","Open_edu","Dysgu ac arfer: Gweithrediad a hunaniaethau","Advanced","8"
"1526","Open_edu","Economics and the 2008 crisis: a Keynesian view","Intermediate","28"
"1527","Open_edu","Economics explains discrimination in the labour market","Advanced","8"
"1528","Open_edu","Enacting European Citizenship (ENACT)","Advanced","10"
"1529","Open_edu","Engendering citizenship","Intermediate","1"
"1530","Open_edu","Entrepreneuriaeth Gwledig yng Nghymru","Introductory","30"
"1531","Open_edu","Equity – law and idea","Intermediate","14"
"1532","Open_edu","Europe and the law","Introductory","20"
"1533","Open_edu","Ewch â’ch addysgu ar-lein","Intermediate","24"
"1534","Open_edu","Exclusion clauses","Intermediate","10"
"1535","Open_edu","Exploring economics: the secret life of t-shirts","Introductory","6"
"1536","Open_edu","Exploring health: is your lifestyle really to blame?","Intermediate","4"
"1537","Open_edu","Exploring issues in women's health","Intermediate","3"
"1538","Open_edu","Exploring the boundaries of international law","Advanced","15"
"1539","Open_edu","Forensic psychology","Introductory","24"
"1540","Open_edu","Forensic science and fingerprints","Introductory","10"
"1541","Open_edu","Forth Road Bridge","Introductory","1"
"1542","Open_edu","From Brexit to the break-up of Britain?","Introductory","12"
"1543","Open_edu","Gaelic in modern Scotland","Introductory","15"
"1544","Open_edu","Getting started with SPSS","Introductory","3"
"1545","Open_edu","Gofalu am oedolion","Beginner","15"
"1546","Open_edu","Gwaith Tîm: Hyfforddiant i Lywodraethwyr (Cymru)","Introductory","5"
"1547","Open_edu","Health, disease and society: Scottish influence in the 19th century","Intermediate","10"
"1548","Open_edu","How arguments are constructed and used in the Social Sciences","Intermediate","1"
"1549","Open_edu","Human rights and law","Introductory","20"
"1550","Open_edu","Identity in question","Introductory","12"
"1551","Open_edu","Inclusive education: knowing what we mean (Wales)","Introductory","5"
"1552","Open_edu","Information technology: A new era?","Intermediate","15"
"1553","Open_edu","Innovation, markets and industrial change","Intermediate","15"
"1554","Open_edu","Introducing international development management","Advanced","40"
"1555","Open_edu","Introducing research in law and beyond","Advanced","10"
"1556","Open_edu","Introducing the voluntary sector","Introductory","24"
"1557","Open_edu","Introduction to critical criminology","Advanced","2"
"1558","Open_edu","Introduction to European Union law","Intermediate","12"
"1559","Open_edu","Introduction to law in Wales","Intermediate","8"
"1560","Open_edu","John Napier","Intermediate","3"
"1561","Open_edu","Judges and the law","Introductory","20"
"1562","Open_edu","Law and change: Scottish legal heroes ","Introductory","24"
"1563","Open_edu","Learning and practice: Agency and identities","Advanced","8"
"1564","Open_edu","Learning from audio visual material: Migrants and borders","Intermediate","5"
"1565","Open_edu","Legal skills and debates in Scotland","Introductory","24"
"1566","Open_edu","Living and working in the new economy","Intermediate","15"
"1567","Open_edu","Living in a globalised world","Intermediate","12"
"1568","Open_edu","Making and using rules","Introductory","20"
"1569","Open_edu","Managing the European economy after the introduction of the Euro","Intermediate","8"
"1570","Open_edu","Methodism in Wales, 1730–1850","Intermediate","4"
"1571","Open_edu","Modern slavery","Introductory","15"
"1572","Open_edu","Mosquito resistance to insecticides","Advanced","3"
"1573","Open_edu","Mountain building in Scotland","Advanced","30"
"1574","Open_edu","Nationalism, self-determination and secession","Intermediate","8"
"1575","Open_edu","Note taking in relation to the Social Sciences","Intermediate","1"
"1576","Open_edu","Nuclear power: Friend or foe?","Intermediate","2"
"1577","Open_edu","Oil industry in Scotland: Making photographs, making demands","Intermediate","5"
"1578","Open_edu","Paratoi aseiniadau","Introductory","10"
"1579","Open_edu","Passports: identity and airports","Intermediate","8"
"1580","Open_edu","Perspectives on social work: Individual stories","Beginner","2"
"1581","Open_edu","Planning a better future","Beginner","15"
"1582","Open_edu","Political ordering","Introductory","10"
"1583","Open_edu","Politics, media and war: 9/11 and its aftermaths","Introductory","84"
"1584","Open_edu","Poverty in Scotland","Introductory","30"
"1585","Open_edu","Pro bono work and social justice","Intermediate","8"
"1586","Open_edu","Psychological research, obedience and ethics","Introductory","5"
"1587","Open_edu","Pwysigrwydd sgiliau rhyngbersonol","Introductory","3"
"1588","Open_edu","Pyliau o banig: beth ydyn nhw a beth allwch chi ei wneud amdanyn nhw","Intermediate","3"
"1589","Open_edu","Questioning crime: social harms and global issues","Advanced","9"
"1590","Open_edu","Race, ethnicity and crime","Advanced","1"
"1591","Open_edu","Racial violence: European perspectives","Intermediate","1"
"1592","Open_edu","Reading and note taking – preparation for study","Introductory","12"
"1593","Open_edu","Reading evidence","Introductory","12"
"1594","Open_edu","Reading visual images","Introductory","8"
"1595","Open_edu","Religious diversity: rethinking religion","Intermediate","12"
"1596","Open_edu","Remaking the relations of work and welfare","Advanced","10"
"1597","Open_edu","Rights and justice in international relations","Advanced","13"
"1598","Open_edu","Rising China and Africa's development: oil","Intermediate","15"
"1599","Open_edu","Robert Owen and New Lanark","Intermediate","12"
"1600","Open_edu","Rural entrepreneurship in Wales","Introductory","30"
"1601","Open_edu","Science in the Scottish Enlightenment","Intermediate","5"
"1602","Open_edu","Scottish courts and the law","Introductory","24"
"1603","Open_edu","Seeing institutions in different ways","Advanced","12"
"1604","Open_edu","Smart cities","Introductory","24"
"1605","Open_edu","Social construction and social constructionism","Intermediate","1"
"1606","Open_edu","Social problems: Who makes them?","Intermediate","20"
"1607","Open_edu","Social psychology and politics","Intermediate","8"
"1608","Open_edu","Social science and participation","Intermediate","10"
"1609","Open_edu","Starting with law","Introductory","3"
"1610","Open_edu","Starting with law: An overview of the law","Introductory","5"
"1611","Open_edu","Storïau unigol: safbwyntiau ar waith cymdeithasol","Beginner","2"
"1612","Open_edu","Studying medicine bilingually","Beginner","1"
"1613","Open_edu","Studying natural sciences bilingually","Beginner","1"
"1614","Open_edu","Supporting children's development","Beginner","15"
"1615","Open_edu","Tay Bridge disaster","Advanced","20"
"1616","Open_edu","Teaching assistants: Support in action (Wales)","Beginner","4"
"1617","Open_edu","Teamwork: an introduction for school governors (Wales)","Introductory","5"
"1618","Open_edu","The body: A phenomenological psychological perspective","Advanced","15"
"1619","Open_edu","The economics of flood insurance","Intermediate","6"
"1620","Open_edu","The history of medicine: A Scottish perspective","Intermediate","10"
"1621","Open_edu","The law-making process in England and Wales","Introductory","15"
"1622","Open_edu","The meaning of crime","Introductory","8"
"1623","Open_edu","The origins of the wars of the three kingdoms","Introductory","12"
"1624","Open_edu","The poetry of Sorley MacLean","Advanced","10"
"1625","Open_edu","The politics of devolution","Intermediate","8"
"1626","Open_edu","The politics of racial violence in Britain","Intermediate","1"
"1627","Open_edu","The problem with crime","Intermediate","1"
"1628","Open_edu","The role of diagnosis in counselling and psychotherapy","Introductory","8"
"1629","Open_edu","The Scottish Parliament and law making","Introductory","24"
"1630","Open_edu","The social in social science","Advanced","15"
"1631","Open_edu","The social nature of being human","Advanced","6"
"1632","Open_edu","The technology of crime control","Intermediate","1"
"1633","Open_edu","The USA, power and international order: Foreign policy under Obama","Intermediate","12"
"1634","Open_edu","The use of force in international law","Advanced","10"
"1635","Open_edu","The value of coffee","Introductory","3"
"1636","Open_edu","Themes in discourse research: The case of Diana","Advanced","4"
"1637","Open_edu","Understanding devolution in Wales","Introductory","12"
"1638","Open_edu","Understanding economic inequality","Introductory","6"
"1639","Open_edu","Understanding international development","Introductory","20"
"1640","Open_edu","Using voluntary work to get ahead in the job market","Introductory","12"
"1641","Open_edu","Welsh history and its sources","Introductory","25"
"1642","Open_edu","What about me? A personal development course for carers in Wales","Beginner","5"
"1643","Open_edu","What is Europe?","Introductory","10"
"1644","Open_edu","What is politics?","Intermediate","15"
"1645","Open_edu","Who are Europeans?","Intermediate","8"
"1646","Open_edu","Who belongs to Glasgow?","Intermediate","3"
"1647","Open_edu","Who counts as a refugee?","Advanced","10"
"1648","Open_edu","Why are nonhuman animals victims of harm?","Intermediate","2"
"1649","Open_edu","Why maps are made","Introductory","8"
"1650","Open_edu","Working in the voluntary sector","Introductory","24"
"1651","Open_edu","Y Gymru Gyfoes","Beginner","15"
"1652","Open_edu","Ymarfer corff ac iechyd meddwl","Intermediate","2"
"1653","Open_edu","Youth justice in the UK: children, young people and crime","Introductory","24"
"1654","Open_edu","‘Land grab’: an environmental issue?","Intermediate","8"
"1655","Open_edu","‘Problem’ populations, ‘problem’ places","Intermediate","5"
"1656","Open_kz","Постклассическая философия XIX-XX вв.","Бесплатно",""
"1657","Open_kz","Социальная работа","Бесплатно",""
"1658","Open_kz","Политология","Бесплатно",""
"1659","Open_kz","Основы рефлективного обучения","Бесплатно",""
"1660","Open_kz","Этническое происхождение наций","Бесплатно",""
"1661","Open_kz","Как стать лучшим учителем начальной школы","Бесплатно",""
"1662","Open_kz","Методы социальных исследований","Бесплатно",""
"1663","Open_kz","Исламская философия: учебник","Бесплатно",""
"1664","Open_kz","История западной философии","Бесплатно",""
"1665","Open_kz","Стратегический бренд-менеджмент","Бесплатно",""
"1666","Open_kz","Управление малым бизнесом: создание и развитие предприятия","Бесплатно",""
"1667","Open_kz","Государственная политика","Бесплатно",""
"1668","Skillbox","Бизнес-английский: навыки деловой переписки","","3 "
"1669","Skillbox","Разработка стратегии в условиях неопределенности","","8 "
"1670","Skillbox","Project Manager","","4 "
"1671","Skillbox","Управление разработкой продукта","","1 "
"1672","Skillbox","Нематериальная мотивация","","2 "
"1673","Skillbox","Разработка корпоративных онлайн-курсов","","4 "
"1674","Skillbox","Трендвотчинг и инновации как инструмент для развития бизнеса","","2 "
"1675","Skillbox","Эффективная деловая коммуникация","","5 "
"1676","Skillbox","Защита интеллектуальной собственности","","7 "
"1677","Skillbox","Excel + Google-таблицы для решения бизнес-задач","","4 "
"1678","Skillbox","Принятие решений в условиях неопределённости","","2 "
"1679","Skillbox","Кросс-функциональное взаимодействие","","1 "
"1680","Skillbox","Акселератор продуктовых IT-команд","","3 "
"1681","Skillbox","Figma с нуля до PRO","","2 "
"1682","Skillbox","Excel + Google-таблицы с нуля до PRO","","4 "
"1683","Skillbox","Python Basic","","6 "
"1684","Skillbox","Управление строительством дома","","6 "
"1685","Skillbox","BIM-координатор","","4 "
"1686","Skillbox","Финансовый аналитик","","3 "
"1687","Skillbox","Java-разработчик","","4 "
"1688","Skillbox","Продвижение в Инстаграм","","3 "
"1689","Skillbox","Middle-разработчик игр на Unity","","6 "
"1690","Skillbox","Менеджмент и маркетинг в индустрии спорта","","2 "
"1691","Skillbox","Дизайнер интерьера с нуля до PRO","","6 "
"1692","Skillbox","Основы монтажа","","3 "
"1693","Skillbox","Веб-вёрстка","","6 "
"1694","Skillbox","Коммерческая иллюстрация с нуля до PRO","","5 "
"1695","Skillbox","Старт в DevOps: системное администрирование для начинающих","","12 "
"1696","Skillbox","Продюсер онлайн-курсов","","8 "
"1697","Skillbox","SEO-специалист от AMDG","","5 "
"1698","Skillbox","SQL-разработчик","","4 "
"1699","Skillbox","Бизнес-курс для дизайнеров интерьера","","2 "
"1700","Skillbox","Методист образовательных программ","","3 "
"1701","Skillbox","Монтаж в DaVinci","","2 "
"1702","Skillbox","Графический дизайнер с нуля до PRO","","8 "
"1703","Skillbox","Power BI","","4 "
"1704","Skillbox","PR-менеджер от PRT","","3 "
"1705","Skillbox","Уровень PRO. Монтаж в кино","","3 "
"1706","Skillbox","Основы видеопроизводства","","6 "
"1707","Skillbox","UX-дизайнер с нуля до PRO","","6 "
"1708","Skillbox","Веб-дизайн с нуля до PRO","","8 "
"1709","Skillbox","Информационная безопасность","","1 "
"1710","Skillbox","Продюсер рекламного ролика","","2 "
"1711","Skillbox","Frontend-разработчик","","6 "
"1712","Skillbox","Сторителлинг","","3 "
"1713","Skillbox","Стример","","4 "
"1714","Skillbox","Управление командами","","3 "
"1715","Skillbox","UX Design с Майклом Джандой","","4 "
"1716","Skillbox","Аналитик мобильных приложений","","4 "
"1717","Skillbox","MS Office и инструменты Google","","6 "
"1718","Skillbox","Photoshop с нуля до PRO","","2 "
"1719","Skillbox","Мастер презентации и публичных выступлений","","4 "
"1720","Skillbox","SQL для анализа данных","","3 "
"1721","Skillbox","Кройка и шитьё","","8 "
"1722","Skillbox","Ландшафтный дизайн с нуля","","4 "
"1723","Skillbox","Музыкальный менеджер","","4 "
"1724","Skillbox","Autodesk Maya с нуля до PRO","","2 "
"1725","Skillbox","3D-графика в кино","","4 "
"1726","Skillbox","Видеопродакшн в Unreal Engine 4","","2 "
"1727","Skillbox","SMM-специалист с нуля","","4 "
"1728","Skillbox","Управление проектами","","4 "
"1729","Skillbox","Фотография с нуля до PRO","","8 "
"1730","Skillbox","Как открыть кофейню: от бизнес-плана до управления","","4 "
"1731","Skillbox","Воспитание детей младшего школьного возраста","","1 "
"1732","Skillbox","Основы 2D-графики","","4 "
"1733","Skillbox","Дизайнер одежды","","4 "
"1734","Skillbox","Фреймворк Vue.js","","3 "
"1735","Skillbox","Веб-аналитик с нуля до Junior","","5 "
"1736","Skillbox","Психология спортивных побед","","5 "
"1737","Skillbox","Локейшн-менеджер","","2 "
"1738","Skillbox","Школа с удовольствием: как научить ребёнка учиться","","1 "
"1739","Skillbox","2D PRO","","4 "
"1740","Skillbox","3D-моделирование для начинающих","","4 "
"1741","Skillbox","Продуктовый маркетолог","","3 "
"1742","Skillbox","Финансовая грамотность","","2 "
"1743","Skillbox","Flutter","","4 "
"1744","Skillbox","Дизайнер логотипа и фирменного стиля","","4 "
"1745","Skillbox","Сведение и мастеринг","","4 "
"1746","Skillbox","Скетчинг для дизайнеров","","3 "
"1747","Skillbox","Как создавать спортивный контент","","2 "
"1748","Skillbox","Разработчик игр на Unity с нуля до Middle","","11 "
"1749","Skillbox","Интернет-маркетолог PRO","","6 "
"1750","Skillbox","Менеджер музыкального лейбла","","4 "
"1751","Skillbox","Продюсер контента в digital","","4 "
"1752","Skillbox","Java-фреймворк Spring","","4 "
"1753","Skillbox","Тестирование мобильных приложений","","9 "
"1754","Skillbox","Сторителлинг для презентации идей","","1 "
"1755","Skillbox","HR-аналитика с нуля","","4 "
"1756","Skillbox","Event-менеджер с нуля","","5 "
"1757","Skillbox","Sound Design с нуля до PRO","","8 "
"1758","Skillbox","Музыкальный продюсер PRO","","3 "
"1759","Skillbox","Менеджер по закупкам и снабжению","","2 "
"1760","Skillbox","Язык R для анализа данных","","4 "
"1761","Skillbox","HR-менеджер с нуля","","4 "
"1762","Skillbox","Дизайнер сайтов на Tilda","","4 "
"1763","Skillbox","Организация музыкальных мероприятий и фестивалей","","4 "
"1764","Skillbox","Веб-разработчик с нуля до PRO","","10 "
"1765","Skillbox","Основы визуализации интерьеров в 3ds Max","","3 "
"1766","Skillbox","Звукозапись","","2 "
"1767","Skillbox","Арт-менеджмент","","4 "
